Unique ID	Unique ID 2	Parent	Name	Tier 1	Tier 2	Tier 3	Tier 4		Name	NULL
1260	NULL	1228	Brazil	Content Source Geo	Country	Brazil	NULL	NULL	NULL	NULL
1261	NULL	1228	British Virgin Islands	Content Source Geo	Country	British Virgin Islands	NULL	NULL	NULL	NULL
1262	NULL	1228	Brunei Darussalam	Content Source Geo	Country	Brunei Darussalam	NULL	NULL	NULL	NULL
1263	NULL	1228	Bulgaria	Content Source Geo	Country	Bulgaria	NULL	NULL	NULL	NULL
1264	NULL	1228	Burkina Faso	Content Source Geo	Country	Burkina Faso	NULL	NULL	NULL	NULL
1265	NULL	1228	Burundi	Content Source Geo	Country	Burundi	NULL	NULL	NULL	NULL
1266	NULL	1228	Cabo Verde	Content Source Geo	Country	Cabo Verde	NULL	NULL	NULL	NULL
1267	NULL	1228	Cambodia	Content Source Geo	Country	Cambodia	NULL	NULL	NULL	NULL
1268	NULL	1228	Cameroon	Content Source Geo	Country	Cameroon	NULL	NULL	NULL	NULL
1269	NULL	1228	Canada	Content Source Geo	Country	Canada	NULL	NULL	NULL	NULL
1270	NULL	1228	Chad	Content Source Geo	Country	Chad	NULL	NULL	NULL	NULL
1271	NULL	1228	Chile	Content Source Geo	Country	Chile	NULL	NULL	NULL	NULL
1272	NULL	1228	China	Content Source Geo	Country	China	NULL	NULL	NULL	NULL
1273	NULL	1228	Christmas Island	Content Source Geo	Country	Christmas Island	NULL	NULL	NULL	NULL
1274	NULL	1228	Colombia	Content Source Geo	Country	Colombia	NULL	NULL	NULL	NULL
1275	NULL	1228	Costa Rica	Content Source Geo	Country	Costa Rica	NULL	NULL	NULL	NULL
1276	NULL	1228	Cote d'Ivoire	Content Source Geo	Country	Cote d'Ivoire	NULL	NULL	NULL	NULL
1277	NULL	1228	Croatia	Content Source Geo	Country	Croatia	NULL	NULL	NULL	NULL
1278	NULL	1228	Cuba	Content Source Geo	Country	Cuba	NULL	NULL	NULL	NULL
1279	NULL	1228	Curaçao	Content Source Geo	Country	Curaçao	NULL	NULL	NULL	NULL
1280	NULL	1228	Cyprus	Content Source Geo	Country	Cyprus	NULL	NULL	NULL	NULL
1281	NULL	1228	Czechia	Content Source Geo	Country	Czechia	NULL	NULL	NULL	NULL
1282	NULL	1228	Denmark	Content Source Geo	Country	Denmark	NULL	NULL	NULL	NULL
1283	NULL	1228	Djibouti	Content Source Geo	Country	Djibouti	NULL	NULL	NULL	NULL
1284	NULL	1228	Dominica	Content Source Geo	Country	Dominica	NULL	NULL	NULL	NULL
1285	NULL	1228	Ecuador	Content Source Geo	Country	Ecuador	NULL	NULL	NULL	NULL
1286	NULL	1228	Egypt	Content Source Geo	Country	Egypt	NULL	NULL	NULL	NULL
1287	NULL	1228	El Salvador	Content Source Geo	Country	El Salvador	NULL	NULL	NULL	NULL
1288	NULL	1228	Equatorial Guinea	Content Source Geo	Country	Equatorial Guinea	NULL	NULL	NULL	NULL
1289	NULL	1228	Eritrea	Content Source Geo	Country	Eritrea	NULL	NULL	NULL	NULL
1290	NULL	1228	Estonia	Content Source Geo	Country	Estonia	NULL	NULL	NULL	NULL
1291	NULL	1228	Ethiopia	Content Source Geo	Country	Ethiopia	NULL	NULL	NULL	NULL
1292	NULL	1228	Federated States of Micronesia	Content Source Geo	Country	Federated States of Micronesia	NULL	NULL	NULL	NULL
1293	NULL	1228	Fiji	Content Source Geo	Country	Fiji	NULL	NULL	NULL	NULL
1294	NULL	1228	Finland	Content Source Geo	Country	Finland	NULL	NULL	NULL	NULL
1295	NULL	1228	France	Content Source Geo	Country	France	NULL	NULL	NULL	NULL
1296	NULL	1228	French Guiana	Content Source Geo	Country	French Guiana	NULL	NULL	NULL	NULL
1297	NULL	1228	French Polynesia	Content Source Geo	Country	French Polynesia	NULL	NULL	NULL	NULL
1298	NULL	1228	Gabon	Content Source Geo	Country	Gabon	NULL	NULL	NULL	NULL
1299	NULL	1228	Georgia	Content Source Geo	Country	Georgia	NULL	NULL	NULL	NULL
1300	NULL	1228	Germany	Content Source Geo	Country	Germany	NULL	NULL	NULL	NULL
1301	NULL	1228	Ghana	Content Source Geo	Country	Ghana	NULL	NULL	NULL	NULL
1302	NULL	1228	Gibraltar	Content Source Geo	Country	Gibraltar	NULL	NULL	NULL	NULL
1303	NULL	1228	Greece	Content Source Geo	Country	Greece	NULL	NULL	NULL	NULL
1304	NULL	1228	Greenland	Content Source Geo	Country	Greenland	NULL	NULL	NULL	NULL
1305	NULL	1228	Grenada	Content Source Geo	Country	Grenada	NULL	NULL	NULL	NULL
1306	NULL	1228	Guadeloupe	Content Source Geo	Country	Guadeloupe	NULL	NULL	NULL	NULL
1307	NULL	1228	Guam	Content Source Geo	Country	Guam	NULL	NULL	NULL	NULL
1308	NULL	1228	Guatemala	Content Source Geo	Country	Guatemala	NULL	NULL	NULL	NULL
1309	NULL	1228	Guernsey	Content Source Geo	Country	Guernsey	NULL	NULL	NULL	NULL
1310	NULL	1228	Guinea	Content Source Geo	Country	Guinea	NULL	NULL	NULL	NULL
1311	NULL	1228	Guinea-Bissau	Content Source Geo	Country	Guinea-Bissau	NULL	NULL	NULL	NULL
1312	NULL	1228	Guyana	Content Source Geo	Country	Guyana	NULL	NULL	NULL	NULL
1313	NULL	1228	Haiti	Content Source Geo	Country	Haiti	NULL	NULL	NULL	NULL
1314	NULL	1228	Heard Island and McDonald Islands	Content Source Geo	Country	Heard Island and McDonald Islands	NULL	NULL	NULL	NULL
1315	NULL	1228	Honduras	Content Source Geo	Country	Honduras	NULL	NULL	NULL	NULL
1316	NULL	1228	Hong Kong	Content Source Geo	Country	Hong Kong	NULL	NULL	NULL	NULL
1317	NULL	1228	Hungary	Content Source Geo	Country	Hungary	NULL	NULL	NULL	NULL
1318	NULL	1228	Iceland	Content Source Geo	Country	Iceland	NULL	NULL	NULL	NULL
1319	NULL	1228	India	Content Source Geo	Country	India	NULL	NULL	NULL	NULL
1320	NULL	1228	Indonesia	Content Source Geo	Country	Indonesia	NULL	NULL	NULL	NULL
1321	NULL	1228	Iraq	Content Source Geo	Country	Iraq	NULL	NULL	NULL	NULL
1322	NULL	1228	Ireland	Content Source Geo	Country	Ireland	NULL	NULL	NULL	NULL
1323	NULL	1228	Islamic Republic of Iran	Content Source Geo	Country	Islamic Republic of Iran	NULL	NULL	NULL	NULL
1324	NULL	1228	Isle of Man	Content Source Geo	Country	Isle of Man	NULL	NULL	NULL	NULL
1325	NULL	1228	Israel	Content Source Geo	Country	Israel	NULL	NULL	NULL	NULL
1326	NULL	1228	Italy	Content Source Geo	Country	Italy	NULL	NULL	NULL	NULL
1327	NULL	1228	Jamaica	Content Source Geo	Country	Jamaica	NULL	NULL	NULL	NULL
1328	NULL	1228	Japan	Content Source Geo	Country	Japan	NULL	NULL	NULL	NULL
1329	NULL	1228	Jersey	Content Source Geo	Country	Jersey	NULL	NULL	NULL	NULL
1330	NULL	1228	Jordan	Content Source Geo	Country	Jordan	NULL	NULL	NULL	NULL
1331	NULL	1228	Kazakhstan	Content Source Geo	Country	Kazakhstan	NULL	NULL	NULL	NULL
1332	NULL	1228	Kenya	Content Source Geo	Country	Kenya	NULL	NULL	NULL	NULL
1333	NULL	1228	Kiribati	Content Source Geo	Country	Kiribati	NULL	NULL	NULL	NULL
1334	NULL	1228	Kuwait	Content Source Geo	Country	Kuwait	NULL	NULL	NULL	NULL
1335	NULL	1228	Kyrgyzstan	Content Source Geo	Country	Kyrgyzstan	NULL	NULL	NULL	NULL
1336	NULL	1228	Latvia	Content Source Geo	Country	Latvia	NULL	NULL	NULL	NULL
1337	NULL	1228	Lebanon	Content Source Geo	Country	Lebanon	NULL	NULL	NULL	NULL
1338	NULL	1228	Lesotho	Content Source Geo	Country	Lesotho	NULL	NULL	NULL	NULL
1339	NULL	1228	Liberia	Content Source Geo	Country	Liberia	NULL	NULL	NULL	NULL
1340	NULL	1228	Libya	Content Source Geo	Country	Libya	NULL	NULL	NULL	NULL
1341	NULL	1228	Liechtenstein	Content Source Geo	Country	Liechtenstein	NULL	NULL	NULL	NULL
1342	NULL	1228	Lithuania	Content Source Geo	Country	Lithuania	NULL	NULL	NULL	NULL
1343	NULL	1228	Luxembourg	Content Source Geo	Country	Luxembourg	NULL	NULL	NULL	NULL
1344	NULL	1228	Macao	Content Source Geo	Country	Macao	NULL	NULL	NULL	NULL
1345	NULL	1228	Madagascar	Content Source Geo	Country	Madagascar	NULL	NULL	NULL	NULL
1346	NULL	1228	Malawi	Content Source Geo	Country	Malawi	NULL	NULL	NULL	NULL
1347	NULL	1228	Malaysia	Content Source Geo	Country	Malaysia	NULL	NULL	NULL	NULL
1348	NULL	1228	Maldives	Content Source Geo	Country	Maldives	NULL	NULL	NULL	NULL
1349	NULL	1228	Mali	Content Source Geo	Country	Mali	NULL	NULL	NULL	NULL
1350	NULL	1228	Malta	Content Source Geo	Country	Malta	NULL	NULL	NULL	NULL
1351	NULL	1228	Martinique	Content Source Geo	Country	Martinique	NULL	NULL	NULL	NULL
1352	NULL	1228	Mauritania	Content Source Geo	Country	Mauritania	NULL	NULL	NULL	NULL
1353	NULL	1228	Mauritius	Content Source Geo	Country	Mauritius	NULL	NULL	NULL	NULL
1354	NULL	1228	Mayotte	Content Source Geo	Country	Mayotte	NULL	NULL	NULL	NULL
1355	NULL	1228	Mexico	Content Source Geo	Country	Mexico	NULL	NULL	NULL	NULL
1356	NULL	1228	Monaco	Content Source Geo	Country	Monaco	NULL	NULL	NULL	NULL
1357	NULL	1228	Mongolia	Content Source Geo	Country	Mongolia	NULL	NULL	NULL	NULL
1358	NULL	1228	Montenegro	Content Source Geo	Country	Montenegro	NULL	NULL	NULL	NULL
1359	NULL	1228	Montserrat	Content Source Geo	Country	Montserrat	NULL	NULL	NULL	NULL
1360	NULL	1228	Morocco	Content Source Geo	Country	Morocco	NULL	NULL	NULL	NULL
1361	NULL	1228	Mozambique	Content Source Geo	Country	Mozambique	NULL	NULL	NULL	NULL
1362	NULL	1228	Myanmar	Content Source Geo	Country	Myanmar	NULL	NULL	NULL	NULL
1363	NULL	1228	Namibia	Content Source Geo	Country	Namibia	NULL	NULL	NULL	NULL
1364	NULL	1228	Nauru	Content Source Geo	Country	Nauru	NULL	NULL	NULL	NULL
1365	NULL	1228	Nepal	Content Source Geo	Country	Nepal	NULL	NULL	NULL	NULL
1366	NULL	1228	New Caledonia	Content Source Geo	Country	New Caledonia	NULL	NULL	NULL	NULL
1367	NULL	1228	New Zealand	Content Source Geo	Country	New Zealand	NULL	NULL	NULL	NULL
1368	NULL	1228	Nicaragua	Content Source Geo	Country	Nicaragua	NULL	NULL	NULL	NULL
1369	NULL	1228	Nigeria	Content Source Geo	Country	Nigeria	NULL	NULL	NULL	NULL
1370	NULL	1228	Niue	Content Source Geo	Country	Niue	NULL	NULL	NULL	NULL
1371	NULL	1228	Norfolk Island	Content Source Geo	Country	Norfolk Island	NULL	NULL	NULL	NULL
1372	NULL	1228	Norway	Content Source Geo	Country	Norway	NULL	NULL	NULL	NULL
1373	NULL	1228	Oman	Content Source Geo	Country	Oman	NULL	NULL	NULL	NULL
1374	NULL	1228	Pakistan	Content Source Geo	Country	Pakistan	NULL	NULL	NULL	NULL
1375	NULL	1228	Palau	Content Source Geo	Country	Palau	NULL	NULL	NULL	NULL
1376	NULL	1228	Panama	Content Source Geo	Country	Panama	NULL	NULL	NULL	NULL
1377	NULL	1228	Papua New Guinea	Content Source Geo	Country	Papua New Guinea	NULL	NULL	NULL	NULL
1378	NULL	1228	Paraguay	Content Source Geo	Country	Paraguay	NULL	NULL	NULL	NULL
1379	NULL	1228	Peru	Content Source Geo	Country	Peru	NULL	NULL	NULL	NULL
1380	NULL	1228	Pitcairn	Content Source Geo	Country	Pitcairn	NULL	NULL	NULL	NULL
1381	NULL	1228	Poland	Content Source Geo	Country	Poland	NULL	NULL	NULL	NULL
1382	NULL	1228	Portugal	Content Source Geo	Country	Portugal	NULL	NULL	NULL	NULL
1383	NULL	1228	Puerto Rico	Content Source Geo	Country	Puerto Rico	NULL	NULL	NULL	NULL
1384	NULL	1228	Qatar	Content Source Geo	Country	Qatar	NULL	NULL	NULL	NULL
1385	NULL	1228	Reunion	Content Source Geo	Country	Reunion	NULL	NULL	NULL	NULL
1386	NULL	1228	Romania	Content Source Geo	Country	Romania	NULL	NULL	NULL	NULL
1387	NULL	1228	Rwanda	Content Source Geo	Country	Rwanda	NULL	NULL	NULL	NULL
1388	NULL	1228	Saint Barthelemy	Content Source Geo	Country	Saint Barthelemy	NULL	NULL	NULL	NULL
1389	NULL	1228	Saint Helena, Ascension and Tristan da Cunha	Content Source Geo	Country	Saint Helena, Ascension and Tristan da Cunha	NULL	NULL	NULL	NULL
1390	NULL	1228	Saint Kitts and Nevis	Content Source Geo	Country	Saint Kitts and Nevis	NULL	NULL	NULL	NULL
1391	NULL	1228	Saint Lucia	Content Source Geo	Country	Saint Lucia	NULL	NULL	NULL	NULL
1392	NULL	1228	Saint Martin	Content Source Geo	Country	Saint Martin	NULL	NULL	NULL	NULL
1393	NULL	1228	Saint Pierre and Miquelon	Content Source Geo	Country	Saint Pierre and Miquelon	NULL	NULL	NULL	NULL
1394	NULL	1228	Saint Vincent and the Grenadines	Content Source Geo	Country	Saint Vincent and the Grenadines	NULL	NULL	NULL	NULL
1395	NULL	1228	Samoa	Content Source Geo	Country	Samoa	NULL	NULL	NULL	NULL
1396	NULL	1228	San Marino	Content Source Geo	Country	San Marino	NULL	NULL	NULL	NULL
1397	NULL	1228	Sao Tome and Principe	Content Source Geo	Country	Sao Tome and Principe	NULL	NULL	NULL	NULL
1398	NULL	1228	Saudi Arabia	Content Source Geo	Country	Saudi Arabia	NULL	NULL	NULL	NULL
1399	NULL	1228	Senegal	Content Source Geo	Country	Senegal	NULL	NULL	NULL	NULL
1400	NULL	1228	Serbia	Content Source Geo	Country	Serbia	NULL	NULL	NULL	NULL
1401	NULL	1228	Seychelles	Content Source Geo	Country	Seychelles	NULL	NULL	NULL	NULL
1402	NULL	1228	Sierra Leone	Content Source Geo	Country	Sierra Leone	NULL	NULL	NULL	NULL
1403	NULL	1228	Singapore	Content Source Geo	Country	Singapore	NULL	NULL	NULL	NULL
1404	NULL	1228	Sint Maarten	Content Source Geo	Country	Sint Maarten	NULL	NULL	NULL	NULL
1405	NULL	1228	Slovakia	Content Source Geo	Country	Slovakia	NULL	NULL	NULL	NULL
1406	NULL	1228	Slovenia	Content Source Geo	Country	Slovenia	NULL	NULL	NULL	NULL
1407	NULL	1228	Solomon Islands	Content Source Geo	Country	Solomon Islands	NULL	NULL	NULL	NULL
1408	NULL	1228	Somalia	Content Source Geo	Country	Somalia	NULL	NULL	NULL	NULL
1409	NULL	1228	South Africa	Content Source Geo	Country	South Africa	NULL	NULL	NULL	NULL
1410	NULL	1228	South Georgia and the South Sandwich Islands	Content Source Geo	Country	South Georgia and the South Sandwich Islands	NULL	NULL	NULL	NULL
1411	NULL	1228	South Sudan	Content Source Geo	Country	South Sudan	NULL	NULL	NULL	NULL
1412	NULL	1228	Spain	Content Source Geo	Country	Spain	NULL	NULL	NULL	NULL
1413	NULL	1228	Sri Lanka	Content Source Geo	Country	Sri Lanka	NULL	NULL	NULL	NULL
1414	NULL	1228	State of Palestine	Content Source Geo	Country	State of Palestine	NULL	NULL	NULL	NULL
1415	NULL	1228	Suriname	Content Source Geo	Country	Suriname	NULL	NULL	NULL	NULL
1416	NULL	1228	Svalbard and Jan Mayen	Content Source Geo	Country	Svalbard and Jan Mayen	NULL	NULL	NULL	NULL
1417	NULL	1228	Swaziland	Content Source Geo	Country	Swaziland	NULL	NULL	NULL	NULL
1418	NULL	1228	Sweden	Content Source Geo	Country	Sweden	NULL	NULL	NULL	NULL
1419	NULL	1228	Switzerland	Content Source Geo	Country	Switzerland	NULL	NULL	NULL	NULL
1420	NULL	1228	Syrian Arab Republic	Content Source Geo	Country	Syrian Arab Republic	NULL	NULL	NULL	NULL
1421	NULL	1228	Taiwan (Province of China)	Content Source Geo	Country	Taiwan (Province of China)	NULL	NULL	NULL	NULL
1422	NULL	1228	Tajikistan	Content Source Geo	Country	Tajikistan	NULL	NULL	NULL	NULL
1423	NULL	1228	Thailand	Content Source Geo	Country	Thailand	NULL	NULL	NULL	NULL
1424	NULL	1228	The Bahamas	Content Source Geo	Country	The Bahamas	NULL	NULL	NULL	NULL
1425	NULL	1228	The British Indian Ocean Territory	Content Source Geo	Country	The British Indian Ocean Territory	NULL	NULL	NULL	NULL
1426	NULL	1228	The Cayman Islands	Content Source Geo	Country	The Cayman Islands	NULL	NULL	NULL	NULL
1427	NULL	1228	The Central African Republic	Content Source Geo	Country	The Central African Republic	NULL	NULL	NULL	NULL
1428	NULL	1228	The Cocos Islands	Content Source Geo	Country	The Cocos Islands	NULL	NULL	NULL	NULL
1429	NULL	1228	The Comoros	Content Source Geo	Country	The Comoros	NULL	NULL	NULL	NULL
1430	NULL	1228	The Congo	Content Source Geo	Country	The Congo	NULL	NULL	NULL	NULL
1431	NULL	1228	The Cook Islands	Content Source Geo	Country	The Cook Islands	NULL	NULL	NULL	NULL
1432	NULL	1228	The Democratic People's Republic of Korea	Content Source Geo	Country	The Democratic People's Republic of Korea	NULL	NULL	NULL	NULL
1433	NULL	1228	the Democratic Republic of the Congo	Content Source Geo	Country	the Democratic Republic of the Congo	NULL	NULL	NULL	NULL
1434	NULL	1228	The Dominican Republic	Content Source Geo	Country	The Dominican Republic	NULL	NULL	NULL	NULL
1435	NULL	1228	The Falkland Islands	Content Source Geo	Country	The Falkland Islands	NULL	NULL	NULL	NULL
1436	NULL	1228	The Faroe Islands	Content Source Geo	Country	The Faroe Islands	NULL	NULL	NULL	NULL
1437	NULL	1228	The former Yugoslav Republic of Macedonia	Content Source Geo	Country	The former Yugoslav Republic of Macedonia	NULL	NULL	NULL	NULL
1438	NULL	1228	The French Southern Territories	Content Source Geo	Country	The French Southern Territories	NULL	NULL	NULL	NULL
1439	NULL	1228	The Gambia	Content Source Geo	Country	The Gambia	NULL	NULL	NULL	NULL
1440	NULL	1228	The Holy See	Content Source Geo	Country	The Holy See	NULL	NULL	NULL	NULL
1441	NULL	1228	The Lao People's Democratic Republic	Content Source Geo	Country	The Lao People's Democratic Republic	NULL	NULL	NULL	NULL
1442	NULL	1228	The Marshall Islands	Content Source Geo	Country	The Marshall Islands	NULL	NULL	NULL	NULL
1443	NULL	1228	The Netherlands	Content Source Geo	Country	The Netherlands	NULL	NULL	NULL	NULL
1444	NULL	1228	The Niger	Content Source Geo	Country	The Niger	NULL	NULL	NULL	NULL
1445	NULL	1228	The Northern Mariana Islands	Content Source Geo	Country	The Northern Mariana Islands	NULL	NULL	NULL	NULL
1446	NULL	1228	The Philippines	Content Source Geo	Country	The Philippines	NULL	NULL	NULL	NULL
1447	NULL	1228	The Republic of Korea	Content Source Geo	Country	The Republic of Korea	NULL	NULL	NULL	NULL
1448	NULL	1228	The Republic of Moldova	Content Source Geo	Country	The Republic of Moldova	NULL	NULL	NULL	NULL
1449	NULL	1228	The Russian Federation	Content Source Geo	Country	The Russian Federation	NULL	NULL	NULL	NULL
1450	NULL	1228	The Sudan	Content Source Geo	Country	The Sudan	NULL	NULL	NULL	NULL
1451	NULL	1228	The Turks and Caicos Islands	Content Source Geo	Country	The Turks and Caicos Islands	NULL	NULL	NULL	NULL
1452	NULL	1228	The United Arab Emirates	Content Source Geo	Country	The United Arab Emirates	NULL	NULL	NULL	NULL
1453	NULL	1228	The United Kingdom of Great Britain and Northern Ireland	Content Source Geo	Country	The United Kingdom of Great Britain and Northern Ireland	NULL	NULL	NULL	NULL
1454	NULL	1228	The United States Minor Outlying Islands	Content Source Geo	Country	The United States Minor Outlying Islands	NULL	NULL	NULL	NULL
1455	NULL	1228	The United States of America	Content Source Geo	Country	The United States of America	NULL	NULL	NULL	NULL
1456	NULL	1228	Timor-Leste	Content Source Geo	Country	Timor-Leste	NULL	NULL	NULL	NULL
1457	NULL	1228	Togo	Content Source Geo	Country	Togo	NULL	NULL	NULL	NULL
1458	NULL	1228	Tokelau	Content Source Geo	Country	Tokelau	NULL	NULL	NULL	NULL
1459	NULL	1228	Tonga	Content Source Geo	Country	Tonga	NULL	NULL	NULL	NULL
1460	NULL	1228	Trinidad and Tobago	Content Source Geo	Country	Trinidad and Tobago	NULL	NULL	NULL	NULL
1461	NULL	1228	Tunisia	Content Source Geo	Country	Tunisia	NULL	NULL	NULL	NULL
1462	NULL	1228	Turkey	Content Source Geo	Country	Turkey	NULL	NULL	NULL	NULL
1463	NULL	1228	Turkmenistan	Content Source Geo	Country	Turkmenistan	NULL	NULL	NULL	NULL
1464	NULL	1228	Tuvalu	Content Source Geo	Country	Tuvalu	NULL	NULL	NULL	NULL
1465	NULL	1228	U.S. Virgin Islands	Content Source Geo	Country	U.S. Virgin Islands	NULL	NULL	NULL	NULL
1466	NULL	1228	Uganda	Content Source Geo	Country	Uganda	NULL	NULL	NULL	NULL
1467	NULL	1228	Ukraine	Content Source Geo	Country	Ukraine	NULL	NULL	NULL	NULL
1468	NULL	1228	United Republic of Tanzania	Content Source Geo	Country	United Republic of Tanzania	NULL	NULL	NULL	NULL
1469	NULL	1228	Uruguay	Content Source Geo	Country	Uruguay	NULL	NULL	NULL	NULL
1470	NULL	1228	Uzbekistan	Content Source Geo	Country	Uzbekistan	NULL	NULL	NULL	NULL
1471	NULL	1228	Vanuatu	Content Source Geo	Country	Vanuatu	NULL	NULL	NULL	NULL
1472	NULL	1228	Vietnam	Content Source Geo	Country	Vietnam	NULL	NULL	NULL	NULL
1473	NULL	1228	Wallis and Futuna	Content Source Geo	Country	Wallis and Futuna	NULL	NULL	NULL	NULL
1474	NULL	1228	Western Sahara	Content Source Geo	Country	Western Sahara	NULL	NULL	NULL	NULL
1475	NULL	1228	Yemen	Content Source Geo	Country	Yemen	NULL	NULL	NULL	NULL
1476	NULL	1228	Zambia	Content Source Geo	Country	Zambia	NULL	NULL	NULL	NULL
1477	NULL	1228	Zimbabwe	Content Source Geo	Country	Zimbabwe	NULL	NULL	NULL	NULL
1478	NULL	1219	Region/State	Content Source Geo	Region/State	NULL	NULL	NULL	NULL	NULL
1479	NULL	1219	Metro	Content Source Geo	Metro	NULL	NULL	NULL	NULL	NULL
	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1480	NULL	1219	City	Content Source Geo	City	NULL	NULL	NULL	NULL	NULL
