Unique ID	Parent ID	Name	Tier 1	Tier 2	Tier 3	Tier 4
1122	1030	Latin	Content Language	Latin	NULL	NULL
1123	1030	Luxembourgish	Content Language	Luxembourgish	NULL	NULL
1124	1030	Ganda	Content Language	Ganda	NULL	NULL
1125	1030	Limburgish	Content Language	Limburgish	NULL	NULL
1126	1030	Lingala	Content Language	Lingala	NULL	NULL
1127	1030	Lao	Content Language	Lao	NULL	NULL
1128	1030	Lithuanian	Content Language	Lithuanian	NULL	NULL
1129	1030	Luba-Katanga	Content Language	Luba-Katanga	NULL	NULL
1130	1030	Latvian	Content Language	Latvian	NULL	NULL
1131	1030	Malagasy	Content Language	Malagasy	NULL	NULL
1132	1030	Marshallese	Content Language	Marshallese	NULL	NULL
1133	1030	Māori	Content Language	Māori	NULL	NULL
1134	1030	Macedonian	Content Language	Macedonian	NULL	NULL
1135	1030	Malayalam	Content Language	Malayalam	NULL	NULL
1136	1030	Mongolian	Content Language	Mongolian	NULL	NULL
1137	1030	Marathi	Content Language	Marathi	NULL	NULL
1138	1030	Malay	Content Language	Malay	NULL	NULL
1139	1030	Maltese	Content Language	Maltese	NULL	NULL
1140	1030	Burmese	Content Language	Burmese	NULL	NULL
1141	1030	Nauruan	Content Language	Nauruan	NULL	NULL
1142	1030	Norwegian Bokmal	Content Language	Norwegian Bokmal	NULL	NULL
1143	1030	Northern Ndebele	Content Language	Northern Ndebele	NULL	NULL
1144	1030	Nepali	Content Language	Nepali	NULL	NULL
1145	1030	Ndonga	Content Language	Ndonga	NULL	NULL
1146	1030	Dutch	Content Language	Dutch	NULL	NULL
1147	1030	Norwegian Nynorsk	Content Language	Norwegian Nynorsk	NULL	NULL
1148	1030	Norwegian	Content Language	Norwegian	NULL	NULL
1149	1030	Southern Ndebele	Content Language	Southern Ndebele	NULL	NULL
1150	1030	Navajo	Content Language	Navajo	NULL	NULL
1151	1030	Chichewa	Content Language	Chichewa	NULL	NULL
1152	1030	Occitan	Content Language	Occitan	NULL	NULL
1153	1030	Ojibwe	Content Language	Ojibwe	NULL	NULL
1154	1030	Oromo	Content Language	Oromo	NULL	NULL
1155	1030	Oriya	Content Language	Oriya	NULL	NULL
1156	1030	Ossetian	Content Language	Ossetian	NULL	NULL
1157	1030	Punjabi	Content Language	Punjabi	NULL	NULL
1158	1030	Pali	Content Language	Pali	NULL	NULL
1159	1030	Polish	Content Language	Polish	NULL	NULL
1160	1030	Pashto	Content Language	Pashto	NULL	NULL
1161	1030	Portuguese	Content Language	Portuguese	NULL	NULL
1162	1030	Quechua	Content Language	Quechua	NULL	NULL
1163	1030	Romansh	Content Language	Romansh	NULL	NULL
1164	1030	Kirundi	Content Language	Kirundi	NULL	NULL
1165	1030	Romanian	Content Language	Romanian	NULL	NULL
1166	1030	Russian	Content Language	Russian	NULL	NULL
1167	1030	Kinyarwanda	Content Language	Kinyarwanda	NULL	NULL
1168	1030	Sanskrit	Content Language	Sanskrit	NULL	NULL
1169	1030	Sardinian	Content Language	Sardinian	NULL	NULL
1170	1030	Sindhi	Content Language	Sindhi	NULL	NULL
1171	1030	Northern Sami	Content Language	Northern Sami	NULL	NULL
1172	1030	Sango	Content Language	Sango	NULL	NULL
1173	1030	Sinhala	Content Language	Sinhala	NULL	NULL
1174	1030	Slovak	Content Language	Slovak	NULL	NULL
1175	1030	Slovene	Content Language	Slovene	NULL	NULL
1176	1030	Samoan	Content Language	Samoan	NULL	NULL
1177	1030	Shona	Content Language	Shona	NULL	NULL
1178	1030	Somali	Content Language	Somali	NULL	NULL
1179	1030	Albanian	Content Language	Albanian	NULL	NULL
1180	1030	Serbian	Content Language	Serbian	NULL	NULL
1181	1030	Swati	Content Language	Swati	NULL	NULL
1182	1030	Southern Sotho	Content Language	Southern Sotho	NULL	NULL
1183	1030	Sundanese	Content Language	Sundanese	NULL	NULL
1184	1030	Swedish	Content Language	Swedish	NULL	NULL
1185	1030	Swahili	Content Language	Swahili	NULL	NULL
1186	1030	Tamil	Content Language	Tamil	NULL	NULL
1187	1030	Telugu	Content Language	Telugu	NULL	NULL
1188	1030	Tajik	Content Language	Tajik	NULL	NULL
1189	1030	Thai	Content Language	Thai	NULL	NULL
1190	1030	Tigrinya	Content Language	Tigrinya	NULL	NULL
1191	1030	Turkmen	Content Language	Turkmen	NULL	NULL
1192	1030	Tagalog	Content Language	Tagalog	NULL	NULL
1193	1030	Tswana	Content Language	Tswana	NULL	NULL
1194	1030	Tonga	Content Language	Tonga	NULL	NULL
1195	1030	Turkish	Content Language	Turkish	NULL	NULL
1196	1030	Tsonga	Content Language	Tsonga	NULL	NULL
1197	1030	Tatar	Content Language	Tatar	NULL	NULL
1198	1030	Twi	Content Language	Twi	NULL	NULL
1199	1030	Tahitian	Content Language	Tahitian	NULL	NULL
1200	1030	Uyghur	Content Language	Uyghur	NULL	NULL
1201	1030	Ukrainian	Content Language	Ukrainian	NULL	NULL
1202	1030	Urdu	Content Language	Urdu	NULL	NULL
1203	1030	Uzbek	Content Language	Uzbek	NULL	NULL
1204	1030	Venda	Content Language	Venda	NULL	NULL
1205	1030	Vietnamese	Content Language	Vietnamese	NULL	NULL
1206	1030	Volapuk	Content Language	Volapuk	NULL	NULL
1207	1030	Walloon	Content Language	Walloon	NULL	NULL
1208	1030	Wolof	Content Language	Wolof	NULL	NULL
1209	1030	Xhosa	Content Language	Xhosa	NULL	NULL
1210	1030	Yiddish	Content Language	Yiddish	NULL	NULL
1211	1030	Yoruba	Content Language	Yoruba	NULL	NULL
1212	1030	Zhuang	Content Language	Zhuang	NULL	NULL
1213	1030	Chinese	Content Language	Chinese	NULL	NULL
1214	1030	Zulu	Content Language	Zulu	NULL	NULL
1215		Content Source	Content Source	NULL	NULL	NULL
1216	1215	Professionally Produced	Content Source	Professionally Produced	NULL	NULL
1217	1215	User Generated	Content Source	User Generated	NULL	NULL
1218	1215	Aggregated/Curated	Content Source	Aggregated/Curated	NULL	NULL
1219		Content Source Geo	Content Source Geo	NULL	NULL	NULL
1220	1219	Continent	Content Source Geo	Continent	NULL	NULL
1221	1220	Asia	Content Source Geo	Continent	Asia	NULL
1222	1220	Africa	Content Source Geo	Continent	Africa	NULL
1223	1220	North America	Content Source Geo	Continent	North America	NULL
1224	1220	South America	Content Source Geo	Continent	South America	NULL
1225	1220	Antarctica	Content Source Geo	Continent	Antarctica	NULL
1226	1220	Europe	Content Source Geo	Continent	Europe	NULL
1227	1220	Antarctica	Content Source Geo	Continent	Antarctica	NULL
1228	1219	Country	Content Source Geo	Country	NULL	NULL
1229	1228	Afghanistan	Content Source Geo	Country	Afghanistan	NULL
1230	1228	Aland Islands	Content Source Geo	Country	Aland Islands	NULL
1231	1228	Albania	Content Source Geo	Country	Albania	NULL
1232	1228	Algeria	Content Source Geo	Country	Algeria	NULL
1233	1228	American Samoa	Content Source Geo	Country	American Samoa	NULL
1234	1228	Andorra	Content Source Geo	Country	Andorra	NULL
1235	1228	Angola	Content Source Geo	Country	Angola	NULL
1236	1228	Anguilla	Content Source Geo	Country	Anguilla	NULL
1237	1228	Antarctica	Content Source Geo	Country	Antarctica	NULL
1238	1228	Antigua and Barbuda	Content Source Geo	Country	Antigua and Barbuda	NULL
1239	1228	Argentina	Content Source Geo	Country	Argentina	NULL
1240	1228	Armenia	Content Source Geo	Country	Armenia	NULL
1241	1228	Aruba	Content Source Geo	Country	Aruba	NULL
1242	1228	Australia	Content Source Geo	Country	Australia	NULL
1243	1228	Austria	Content Source Geo	Country	Austria	NULL
1244	1228	Azerbaijan	Content Source Geo	Country	Azerbaijan	NULL
1245	1228	Bahrain	Content Source Geo	Country	Bahrain	NULL
1246	1228	Bangladesh	Content Source Geo	Country	Bangladesh	NULL
1247	1228	Barbados	Content Source Geo	Country	Barbados	NULL
1248	1228	Belarus	Content Source Geo	Country	Belarus	NULL
1249	1228	Belgium	Content Source Geo	Country	Belgium	NULL
1250	1228	Belize	Content Source Geo	Country	Belize	NULL
1251	1228	Benin	Content Source Geo	Country	Benin	NULL
1252	1228	Bermuda	Content Source Geo	Country	Bermuda	NULL
1253	1228	Bhutan	Content Source Geo	Country	Bhutan	NULL
1254	1228	Bolivarian Republic of Venezuela	Content Source Geo	Country	Bolivarian Republic of Venezuela	NULL
1255	1228	Bolivia	Content Source Geo	Country	Bolivia	NULL
1256	1228	Bonaire, Sint Eustatius and Saba	Content Source Geo	Country	Bonaire, Sint Eustatius and Saba	NULL
1257	1228	Bosnia and Herzegovina	Content Source Geo	Country	Bosnia and Herzegovina	NULL
1258	1228	Botswana	Content Source Geo	Country	Botswana	NULL
1259	1228	Bouvet Island	Content Source Geo	Country	Bouvet Island	NULL
1260	1228	Brazil	Content Source Geo	Country	Brazil	NULL
1261	1228	British Virgin Islands	Content Source Geo	Country	British Virgin Islands	NULL
1262	1228	Brunei Darussalam	Content Source Geo	Country	Brunei Darussalam	NULL
1263	1228	Bulgaria	Content Source Geo	Country	Bulgaria	NULL
1264	1228	Burkina Faso	Content Source Geo	Country	Burkina Faso	NULL
1265	1228	Burundi	Content Source Geo	Country	Burundi	NULL
1266	1228	Cabo Verde	Content Source Geo	Country	Cabo Verde	NULL
1267	1228	Cambodia	Content Source Geo	Country	Cambodia	NULL
1268	1228	Cameroon	Content Source Geo	Country	Cameroon	NULL
1269	1228	Canada	Content Source Geo	Country	Canada	NULL
1270	1228	Chad	Content Source Geo	Country	Chad	NULL
1271	1228	Chile	Content Source Geo	Country	Chile	NULL
1272	1228	China	Content Source Geo	Country	China	NULL
1273	1228	Christmas Island	Content Source Geo	Country	Christmas Island	NULL
1274	1228	Colombia	Content Source Geo	Country	Colombia	NULL
1275	1228	Costa Rica	Content Source Geo	Country	Costa Rica	NULL
1276	1228	Cote d'Ivoire	Content Source Geo	Country	Cote d'Ivoire	NULL
1277	1228	Croatia	Content Source Geo	Country	Croatia	NULL
1278	1228	Cuba	Content Source Geo	Country	Cuba	NULL
1279	1228	Curaçao	Content Source Geo	Country	Curaçao	NULL
1280	1228	Cyprus	Content Source Geo	Country	Cyprus	NULL
1281	1228	Czechia	Content Source Geo	Country	Czechia	NULL
1282	1228	Denmark	Content Source Geo	Country	Denmark	NULL
1283	1228	Djibouti	Content Source Geo	Country	Djibouti	NULL
1284	1228	Dominica	Content Source Geo	Country	Dominica	NULL
1285	1228	Ecuador	Content Source Geo	Country	Ecuador	NULL
1286	1228	Egypt	Content Source Geo	Country	Egypt	NULL
1287	1228	El Salvador	Content Source Geo	Country	El Salvador	NULL
1288	1228	Equatorial Guinea	Content Source Geo	Country	Equatorial Guinea	NULL
1289	1228	Eritrea	Content Source Geo	Country	Eritrea	NULL
1290	1228	Estonia	Content Source Geo	Country	Estonia	NULL
1291	1228	Ethiopia	Content Source Geo	Country	Ethiopia	NULL
1292	1228	Federated States of Micronesia	Content Source Geo	Country	Federated States of Micronesia	NULL
1293	1228	Fiji	Content Source Geo	Country	Fiji	NULL
1294	1228	Finland	Content Source Geo	Country	Finland	NULL
1295	1228	France	Content Source Geo	Country	France	NULL
1296	1228	French Guiana	Content Source Geo	Country	French Guiana	NULL
1297	1228	French Polynesia	Content Source Geo	Country	French Polynesia	NULL
1298	1228	Gabon	Content Source Geo	Country	Gabon	NULL
1299	1228	Georgia	Content Source Geo	Country	Georgia	NULL
1300	1228	Germany	Content Source Geo	Country	Germany	NULL
1301	1228	Ghana	Content Source Geo	Country	Ghana	NULL
1302	1228	Gibraltar	Content Source Geo	Country	Gibraltar	NULL
1303	1228	Greece	Content Source Geo	Country	Greece	NULL
1304	1228	Greenland	Content Source Geo	Country	Greenland	NULL
1305	1228	Grenada	Content Source Geo	Country	Grenada	NULL
1306	1228	Guadeloupe	Content Source Geo	Country	Guadeloupe	NULL
1307	1228	Guam	Content Source Geo	Country	Guam	NULL
1308	1228	Guatemala	Content Source Geo	Country	Guatemala	NULL
1309	1228	Guernsey	Content Source Geo	Country	Guernsey	NULL
1310	1228	Guinea	Content Source Geo	Country	Guinea	NULL
1311	1228	Guinea-Bissau	Content Source Geo	Country	Guinea-Bissau	NULL
1312	1228	Guyana	Content Source Geo	Country	Guyana	NULL
1313	1228	Haiti	Content Source Geo	Country	Haiti	NULL
1314	1228	Heard Island and McDonald Islands	Content Source Geo	Country	Heard Island and McDonald Islands	NULL
1315	1228	Honduras	Content Source Geo	Country	Honduras	NULL
1316	1228	Hong Kong	Content Source Geo	Country	Hong Kong	NULL
1317	1228	Hungary	Content Source Geo	Country	Hungary	NULL
1318	1228	Iceland	Content Source Geo	Country	Iceland	NULL
1319	1228	India	Content Source Geo	Country	India	NULL
1320	1228	Indonesia	Content Source Geo	Country	Indonesia	NULL
1321	1228	Iraq	Content Source Geo	Country	Iraq	NULL
1322	1228	Ireland	Content Source Geo	Country	Ireland	NULL
1323	1228	Islamic Republic of Iran	Content Source Geo	Country	Islamic Republic of Iran	NULL
1324	1228	Isle of Man	Content Source Geo	Country	Isle of Man	NULL
1325	1228	Israel	Content Source Geo	Country	Israel	NULL
1326	1228	Italy	Content Source Geo	Country	Italy	NULL
1327	1228	Jamaica	Content Source Geo	Country	Jamaica	NULL
1328	1228	Japan	Content Source Geo	Country	Japan	NULL
1329	1228	Jersey	Content Source Geo	Country	Jersey	NULL
1330	1228	Jordan	Content Source Geo	Country	Jordan	NULL
1331	1228	Kazakhstan	Content Source Geo	Country	Kazakhstan	NULL
1332	1228	Kenya	Content Source Geo	Country	Kenya	NULL
1333	1228	Kiribati	Content Source Geo	Country	Kiribati	NULL
1334	1228	Kuwait	Content Source Geo	Country	Kuwait	NULL
1335	1228	Kyrgyzstan	Content Source Geo	Country	Kyrgyzstan	NULL
1336	1228	Latvia	Content Source Geo	Country	Latvia	NULL
1337	1228	Lebanon	Content Source Geo	Country	Lebanon	NULL
1338	1228	Lesotho	Content Source Geo	Country	Lesotho	NULL
1339	1228	Liberia	Content Source Geo	Country	Liberia	NULL
1340	1228	Libya	Content Source Geo	Country	Libya	NULL
1341	1228	Liechtenstein	Content Source Geo	Country	Liechtenstein	NULL
1342	1228	Lithuania	Content Source Geo	Country	Lithuania	NULL
1343	1228	Luxembourg	Content Source Geo	Country	Luxembourg	NULL
1344	1228	Macao	Content Source Geo	Country	Macao	NULL
1345	1228	Madagascar	Content Source Geo	Country	Madagascar	NULL
1346	1228	Malawi	Content Source Geo	Country	Malawi	NULL
1347	1228	Malaysia	Content Source Geo	Country	Malaysia	NULL
1348	1228	Maldives	Content Source Geo	Country	Maldives	NULL
1349	1228	Mali	Content Source Geo	Country	Mali	NULL
1350	1228	Malta	Content Source Geo	Country	Malta	NULL
1351	1228	Martinique	Content Source Geo	Country	Martinique	NULL
1352	1228	Mauritania	Content Source Geo	Country	Mauritania	NULL
1353	1228	Mauritius	Content Source Geo	Country	Mauritius	NULL
1354	1228	Mayotte	Content Source Geo	Country	Mayotte	NULL
1355	1228	Mexico	Content Source Geo	Country	Mexico	NULL
1356	1228	Monaco	Content Source Geo	Country	Monaco	NULL
1357	1228	Mongolia	Content Source Geo	Country	Mongolia	NULL
1358	1228	Montenegro	Content Source Geo	Country	Montenegro	NULL
1359	1228	Montserrat	Content Source Geo	Country	Montserrat	NULL
1360	1228	Morocco	Content Source Geo	Country	Morocco	NULL
1361	1228	Mozambique	Content Source Geo	Country	Mozambique	NULL
1362	1228	Myanmar	Content Source Geo	Country	Myanmar	NULL
1363	1228	Namibia	Content Source Geo	Country	Namibia	NULL
1364	1228	Nauru	Content Source Geo	Country	Nauru	NULL
1365	1228	Nepal	Content Source Geo	Country	Nepal	NULL
1366	1228	New Caledonia	Content Source Geo	Country	New Caledonia	NULL
1367	1228	New Zealand	Content Source Geo	Country	New Zealand	NULL
1368	1228	Nicaragua	Content Source Geo	Country	Nicaragua	NULL
1369	1228	Nigeria	Content Source Geo	Country	Nigeria	NULL
1370	1228	Niue	Content Source Geo	Country	Niue	NULL
1371	1228	Norfolk Island	Content Source Geo	Country	Norfolk Island	NULL
1372	1228	Norway	Content Source Geo	Country	Norway	NULL
1373	1228	Oman	Content Source Geo	Country	Oman	NULL
1374	1228	Pakistan	Content Source Geo	Country	Pakistan	NULL
1375	1228	Palau	Content Source Geo	Country	Palau	NULL
1376	1228	Panama	Content Source Geo	Country	Panama	NULL
1377	1228	Papua New Guinea	Content Source Geo	Country	Papua New Guinea	NULL
1378	1228	Paraguay	Content Source Geo	Country	Paraguay	NULL
1379	1228	Peru	Content Source Geo	Country	Peru	NULL
1380	1228	Pitcairn	Content Source Geo	Country	Pitcairn	NULL
1381	1228	Poland	Content Source Geo	Country	Poland	NULL
1382	1228	Portugal	Content Source Geo	Country	Portugal	NULL
1383	1228	Puerto Rico	Content Source Geo	Country	Puerto Rico	NULL
1384	1228	Qatar	Content Source Geo	Country	Qatar	NULL
1385	1228	Reunion	Content Source Geo	Country	Reunion	NULL
1386	1228	Romania	Content Source Geo	Country	Romania	NULL
1387	1228	Rwanda	Content Source Geo	Country	Rwanda	NULL
1388	1228	Saint Barthelemy	Content Source Geo	Country	Saint Barthelemy	NULL
1389	1228	Saint Helena, Ascension and Tristan da Cunha	Content Source Geo	Country	Saint Helena, Ascension and Tristan da Cunha	NULL
1390	1228	Saint Kitts and Nevis	Content Source Geo	Country	Saint Kitts and Nevis	NULL
1391	1228	Saint Lucia	Content Source Geo	Country	Saint Lucia	NULL
1392	1228	Saint Martin	Content Source Geo	Country	Saint Martin	NULL
1393	1228	Saint Pierre and Miquelon	Content Source Geo	Country	Saint Pierre and Miquelon	NULL
1394	1228	Saint Vincent and the Grenadines	Content Source Geo	Country	Saint Vincent and the Grenadines	NULL
1395	1228	Samoa	Content Source Geo	Country	Samoa	NULL
1396	1228	San Marino	Content Source Geo	Country	San Marino	NULL
1397	1228	Sao Tome and Principe	Content Source Geo	Country	Sao Tome and Principe	NULL
1398	1228	Saudi Arabia	Content Source Geo	Country	Saudi Arabia	NULL
1399	1228	Senegal	Content Source Geo	Country	Senegal	NULL
1400	1228	Serbia	Content Source Geo	Country	Serbia	NULL
1401	1228	Seychelles	Content Source Geo	Country	Seychelles	NULL
1402	1228	Sierra Leone	Content Source Geo	Country	Sierra Leone	NULL
1403	1228	Singapore	Content Source Geo	Country	Singapore	NULL
1404	1228	Sint Maarten	Content Source Geo	Country	Sint Maarten	NULL
1405	1228	Slovakia	Content Source Geo	Country	Slovakia	NULL
1406	1228	Slovenia	Content Source Geo	Country	Slovenia	NULL
1407	1228	Solomon Islands	Content Source Geo	Country	Solomon Islands	NULL
1408	1228	Somalia	Content Source Geo	Country	Somalia	NULL
1409	1228	South Africa	Content Source Geo	Country	South Africa	NULL
1410	1228	South Georgia and the South Sandwich Islands	Content Source Geo	Country	South Georgia and the South Sandwich Islands	NULL
1411	1228	South Sudan	Content Source Geo	Country	South Sudan	NULL
1412	1228	Spain	Content Source Geo	Country	Spain	NULL
1413	1228	Sri Lanka	Content Source Geo	Country	Sri Lanka	NULL
1414	1228	State of Palestine	Content Source Geo	Country	State of Palestine	NULL
1415	1228	Suriname	Content Source Geo	Country	Suriname	NULL
1416	1228	Svalbard and Jan Mayen	Content Source Geo	Country	Svalbard and Jan Mayen	NULL
1417	1228	Swaziland	Content Source Geo	Country	Swaziland	NULL
1418	1228	Sweden	Content Source Geo	Country	Sweden	NULL
1419	1228	Switzerland	Content Source Geo	Country	Switzerland	NULL
1420	1228	Syrian Arab Republic	Content Source Geo	Country	Syrian Arab Republic	NULL
1421	1228	Taiwan (Province of China)	Content Source Geo	Country	Taiwan (Province of China)	NULL
1422	1228	Tajikistan	Content Source Geo	Country	Tajikistan	NULL
1423	1228	Thailand	Content Source Geo	Country	Thailand	NULL
1424	1228	The Bahamas	Content Source Geo	Country	The Bahamas	NULL
1425	1228	The British Indian Ocean Territory	Content Source Geo	Country	The British Indian Ocean Territory	NULL
1426	1228	The Cayman Islands	Content Source Geo	Country	The Cayman Islands	NULL
1427	1228	The Central African Republic	Content Source Geo	Country	The Central African Republic	NULL
1428	1228	The Cocos Islands	Content Source Geo	Country	The Cocos Islands	NULL
1429	1228	The Comoros	Content Source Geo	Country	The Comoros	NULL
1430	1228	The Congo	Content Source Geo	Country	The Congo	NULL
1431	1228	The Cook Islands	Content Source Geo	Country	The Cook Islands	NULL
1432	1228	The Democratic People's Republic of Korea	Content Source Geo	Country	The Democratic People's Republic of Korea	NULL
1433	1228	the Democratic Republic of the Congo	Content Source Geo	Country	the Democratic Republic of the Congo	NULL
1434	1228	The Dominican Republic	Content Source Geo	Country	The Dominican Republic	NULL
1435	1228	The Falkland Islands	Content Source Geo	Country	The Falkland Islands	NULL
1436	1228	The Faroe Islands	Content Source Geo	Country	The Faroe Islands	NULL
1437	1228	The former Yugoslav Republic of Macedonia	Content Source Geo	Country	The former Yugoslav Republic of Macedonia	NULL
1438	1228	The French Southern Territories	Content Source Geo	Country	The French Southern Territories	NULL
1439	1228	The Gambia	Content Source Geo	Country	The Gambia	NULL
1440	1228	The Holy See	Content Source Geo	Country	The Holy See	NULL
1441	1228	The Lao People's Democratic Republic	Content Source Geo	Country	The Lao People's Democratic Republic	NULL
1442	1228	The Marshall Islands	Content Source Geo	Country	The Marshall Islands	NULL
1443	1228	The Netherlands	Content Source Geo	Country	The Netherlands	NULL
1444	1228	The Niger	Content Source Geo	Country	The Niger	NULL
1445	1228	The Northern Mariana Islands	Content Source Geo	Country	The Northern Mariana Islands	NULL
1446	1228	The Philippines	Content Source Geo	Country	The Philippines	NULL
1447	1228	The Republic of Korea	Content Source Geo	Country	The Republic of Korea	NULL
1448	1228	The Republic of Moldova	Content Source Geo	Country	The Republic of Moldova	NULL
1449	1228	The Russian Federation	Content Source Geo	Country	The Russian Federation	NULL
1450	1228	The Sudan	Content Source Geo	Country	The Sudan	NULL
1451	1228	The Turks and Caicos Islands	Content Source Geo	Country	The Turks and Caicos Islands	NULL
1452	1228	The United Arab Emirates	Content Source Geo	Country	The United Arab Emirates	NULL
1453	1228	The United Kingdom of Great Britain and Northern Ireland	Content Source Geo	Country	The United Kingdom of Great Britain and Northern Ireland	NULL
1454	1228	The United States Minor Outlying Islands	Content Source Geo	Country	The United States Minor Outlying Islands	NULL
1455	1228	The United States of America	Content Source Geo	Country	The United States of America	NULL
1456	1228	Timor-Leste	Content Source Geo	Country	Timor-Leste	NULL
1457	1228	Togo	Content Source Geo	Country	Togo	NULL
1458	1228	Tokelau	Content Source Geo	Country	Tokelau	NULL
1459	1228	Tonga	Content Source Geo	Country	Tonga	NULL
1460	1228	Trinidad and Tobago	Content Source Geo	Country	Trinidad and Tobago	NULL
1461	1228	Tunisia	Content Source Geo	Country	Tunisia	NULL
1462	1228	Turkey	Content Source Geo	Country	Turkey	NULL
1463	1228	Turkmenistan	Content Source Geo	Country	Turkmenistan	NULL
1464	1228	Tuvalu	Content Source Geo	Country	Tuvalu	NULL
1465	1228	U.S. Virgin Islands	Content Source Geo	Country	U.S. Virgin Islands	NULL
1466	1228	Uganda	Content Source Geo	Country	Uganda	NULL
1467	1228	Ukraine	Content Source Geo	Country	Ukraine	NULL
1468	1228	United Republic of Tanzania	Content Source Geo	Country	United Republic of Tanzania	NULL
1469	1228	Uruguay	Content Source Geo	Country	Uruguay	NULL
1470	1228	Uzbekistan	Content Source Geo	Country	Uzbekistan	NULL
1471	1228	Vanuatu	Content Source Geo	Country	Vanuatu	NULL
1472	1228	Vietnam	Content Source Geo	Country	Vietnam	NULL
1473	1228	Wallis and Futuna	Content Source Geo	Country	Wallis and Futuna	NULL
1474	1228	Western Sahara	Content Source Geo	Country	Western Sahara	NULL
1475	1228	Yemen	Content Source Geo	Country	Yemen	NULL
1476	1228	Zambia	Content Source Geo	Country	Zambia	NULL
1477	1228	Zimbabwe	Content Source Geo	Country	Zimbabwe	NULL
1478	1219	Region/State	Content Source Geo	Region/State	NULL	NULL
1479	1219	Metro	Content Source Geo	Metro	NULL	NULL
1480	1219	City	Content Source Geo	City	NULL	NULL
